song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language
SP7795,Item someone.,Sara Lamb,Field least.,Electronic,2/8/2019,254,69,94296995,English
SP2972,West indicate.,Justin Dean,Chair.,Electronic,29/3/2013,225,39,87951128,English
SP0444,Say sea determine.,Roy Bishop,Certain game.,Hip-Hop,11/1/2017,271,44,22943096,English
SP3582,Hair cell against.,Lori Wagner,People institution.,Jazz,13/1/2018,295,42,56750031,Korean
SP6238,Major PM.,Joseph Richardson,Training.,Pop,13/10/2007,171,38,73422426,English
SP6533,Charge apply.,Brandon Montgomery,Camera.,Country,11/7/2017,274,17,27552458,English
SP0152,Treat red.,Dan Wood,Avoid cold.,Electronic,24/3/2016,191,75,11740053,English
SP3327,Radio.,Lisa Herrera,Stop research.,Electronic,18/3/2001,252,11,69404301,English
SP1129,Government Congress Democrat.,Alyssa Brown,Deal season.,Electronic,15/12/2020,289,52,81041153,English
SP2747,Place relationship rise both.,Tina Parker,Account might.,Electronic,17/10/2003,220,86,69666517,French
SP8366,North social mention.,Tina Lewis,Receive opportunity.,Folk,22/10/2011,252,21,4885440,Spanish
SP8969,Second behind.,Michael Hart,Kind.,Electronic,4/3/2006,227,27,77259716,English
SP8486,Expert deep.,Lindsey Thornton,Answer.,Classical,25/12/1996,301,54,74501765,English
SP3853,Read those hope.,Kevin Allen,Medical you.,Hip-Hop,16/12/2002,196,59,68411742,English
SP1437,Color life family.,Jacob Cox,Four.,Hip-Hop,1/11/2021,163,66,34717435,Spanish
SP1552,Collection western.,Jonathan Stokes,Eight.,Hip-Hop,23/6/2018,209,21,14842769,English
SP1178,Necessary training exactly.,Benjamin Bradley,Front.,Electronic,29/7/2013,135,27,48023075,English
SP8099,This.,Nancy Taylor,Name store.,Electronic,10/9/1999,269,64,19928397,English
SP1083,Bank TV sure.,Heather Cunningham,Style bed.,Pop,20/1/2013,227,41,2676966,Korean
SP4691,Significant economy game society.,Valerie Ramirez,Floor.,Classical,21/2/1999,218,29,56139806,English
SP5001,Side success.,Andrea Rodriguez,East feeling.,Electronic,3/6/1999,256,25,42672197,English
SP5634,Discuss baby.,Lisa Solis,Hope customer.,Pop,3/12/2006,290,84,65394608,German
SP1125,Situation summer.,Shawn Hendrix,Rest.,Pop,25/8/2017,178,78,79006572,English
SP2794,Professional inside hear.,Tyler Schmidt,Federal.,Pop,23/1/1997,275,49,87554039,Korean
SP8794,Member station.,Robert Edwards,Continue.,Classical,18/10/2005,282,78,35450762,English
SP7057,Agent effort.,David Sullivan,Choose.,Pop,6/2/2009,194,79,53683070,English
SP5173,Answer out.,Joseph Jensen,Training without.,Electronic,26/6/1995,337,14,71727813,Spanish
SP5499,Land huge.,John Smith,Modern recently.,Electronic,8/12/1997,297,99,34787206,English
SP4540,Cost most direction.,Kimberly Patel,Necessary least.,Country,7/1/2014,296,9,96099385,English
SP4651,Minute also.,Matthew Andrews,Treatment.,Pop,21/6/2011,232,79,67236185,English
SP7162,Reduce relationship.,Kimberly Thompson,Painting property.,Folk,13/12/2010,206,73,12339594,Italian
SP1336,Fill me.,Kimberly Mccoy,Become family.,Folk,25/6/2001,291,96,404845,English
SP5875,Really woman.,Kristen Eaton,So race.,Pop,14/11/2005,237,82,25713713,Spanish
SP8918,Money ground.,Lisa Mullins,Professional network.,Pop,22/4/2002,226,91,20775225,French
SP5358,Simply.,Alison Brooks,Point.,Electronic,22/11/2004,302,90,20296990,Spanish
SP4580,Whom country identify.,Robert Dixon,Small.,Pop,12/6/2012,361,53,40043562,Italian
SP4521,Relationship great side.,Alicia Pratt,Among.,Electronic,20/12/2002,248,14,97678311,English
SP3422,Go outside cultural similar.,Sarah Santos,Although hear.,Hip-Hop,4/7/2013,226,13,82753052,Spanish
SP3427,Job want out.,Christopher Robinson,Young stage.,Electronic,5/3/2004,247,50,44713137,German
SP4415,Much term.,Kendra Howard,Easy.,R&B,10/3/2001,208,55,28792941,Korean
SP4631,Eight feeling.,Brian Allen,Fight.,Electronic,14/10/2003,258,38,45923828,English
SP9509,Painting then.,Scott Fitzpatrick,Instead.,Hip-Hop,9/9/1996,170,2,27259534,English
SP6139,Wrong indicate.,Stuart Cunningham,Environmental.,Electronic,15/5/1998,275,90,65900278,English
SP0932,People various strategy.,Timothy Brown,Sure.,Country,7/4/2001,173,10,18906448,English
SP9902,Knowledge sometimes.,Jennifer Coleman,Owner hospital.,Jazz,4/3/2001,211,48,89764222,English
SP1105,Huge wind strategy.,Joseph Valenzuela,Report way.,Hip-Hop,1/5/2007,204,3,39034880,English
SP4990,Something draw low.,Michaela Archer,Later lot.,Electronic,20/5/2000,153,83,20178721,Japanese
SP2802,Serve husband to.,Lori Lawson,Quality.,Pop,2/6/2015,218,78,43490183,German
SP8819,Language.,Ashley Baker,Point beautiful.,Hip-Hop,28/11/2015,207,67,49307100,English
SP4592,Attorney.,Edward Weiss,Interest sense.,Electronic,25/7/2008,262,26,73045924,Spanish
SP7798,Culture actually adult.,Jesus Phillips,Number modern.,Jazz,1/2/2007,165,64,38529884,English
SP0494,Reality focus scientist.,Andrew Lewis,Standard.,Pop,23/11/2001,196,30,28028259,English
SP7903,Get international.,Allison Hardin,Prevent.,Country,3/2/2018,217,78,56884564,English
SP0366,Learn everybody.,Michele White,Forward stock.,Pop,7/9/2006,195,81,37684063,English
SP9852,Page.,Gina Wilkinson,Similar six.,Hip-Hop,6/8/2018,314,84,36633307,English
SP2155,Whose continue short.,Lori Harris,Everybody.,Pop,27/1/2002,240,56,22333510,Spanish
SP8995,Military ability.,Patricia Allen,Opportunity.,Jazz,25/3/2011,264,23,21778665,English
SP4200,Suffer common page.,Christopher Andrews,Expert answer.,Electronic,5/9/2003,273,60,60116302,English
SP8651,You herself.,Joel Evans,Pretty.,Hip-Hop,8/7/2009,234,74,80145747,English
SP9662,Point nearly.,Mallory Sweeney,Plan seem.,Electronic,22/6/2010,162,26,10019170,Spanish
SP7890,Myself them.,Monique Mathis,Course trip.,Electronic,31/7/2022,246,85,74162203,English
SP2514,Important partner.,Angela Anderson,Four.,Electronic,20/11/1997,178,67,41617661,Spanish
SP4597,Future election challenge.,Michael Rogers,Culture.,Country,14/10/2018,275,17,85829200,English
SP8804,There seat especially.,Kathy Garcia,Whose.,Electronic,21/12/2023,224,59,96762647,French
SP6259,Newspaper safe.,Jasmine Collins,Affect.,Pop,15/8/2006,315,58,14992057,Spanish
SP1583,Friend budget.,Todd Franco,Design include.,Electronic,22/2/2006,214,57,86609708,Spanish
SP3321,Call wish.,Russell Hernandez,Must level.,Pop,13/6/2016,236,70,20627326,Spanish
SP7045,Popular day.,Alicia Gardner,Participant.,Folk,31/5/2012,240,96,54367112,English
SP4778,With.,Nina Roberts,Them high.,Pop,22/3/2016,197,77,7738250,English
SP6684,Rule stage.,Chelsea Hull,Suffer.,Hip-Hop,1/10/1998,209,65,60332060,English
SP3421,Take at.,Megan James,Sit.,Hip-Hop,30/4/2021,239,49,25381653,English
SP2328,Involve seem.,Kristin Morrison,Mr.,Pop,2/11/2017,290,67,84157316,English
SP8046,Identify usually risk.,Jennifer Webster,Between.,Electronic,28/8/2020,243,3,75050508,English
SP8204,Question side.,Brenda Watson,Discuss although.,Country,22/3/2009,233,13,36623033,English
SP3591,Country crime power.,Andrew Lester,Great daughter.,Electronic,4/5/2024,278,74,24012464,English
SP9665,Animal important a.,Deborah Spears,Very.,Electronic,4/1/1995,249,41,20102409,English
SP2623,Safe evening identify.,Darrell Medina,Organization.,Hip-Hop,29/7/1996,237,17,37536507,Spanish
SP1814,Area figure occur.,Elizabeth Lee,Former.,Country,16/10/2009,235,53,50218774,Spanish
SP9438,Source base trip.,Connor Hunt,Few number.,Hip-Hop,11/5/2004,317,45,62105439,Spanish
SP7446,Consider country six success.,Melissa Robinson,Mention.,Jazz,25/1/2024,126,92,84787433,English
SP0539,Form treatment.,Gregory Gilmore,Performance.,Electronic,10/5/2021,222,43,2943400,English
SP4505,By already more instead.,Jordan Wilson,High.,Pop,15/9/2005,215,21,89547457,English
SP5362,Management enter from.,Jennifer Hernandez,Day true.,Classical,11/8/2011,255,18,66006049,Spanish
SP9824,West.,Andrew Boyle,Picture.,Pop,27/11/2023,178,67,73553858,English
SP0271,Book table.,Loretta Wall,Half clearly.,Pop,26/8/2009,242,32,97472028,English
SP3656,Table age.,Renee Fowler,Yeah certainly.,Hip-Hop,14/7/2012,257,24,55018615,English
SP6512,Green short.,Amanda Silva,Administration.,Pop,1/6/1996,192,37,21111691,Spanish
SP3906,People short kind.,Amanda Fischer,Good me.,Hip-Hop,7/3/2014,231,25,45765758,English
SP5013,They including.,Chase Taylor,Draw act.,Electronic,29/10/2002,294,45,5452568,English
SP5428,Same door.,Deanna Tucker,While.,Electronic,25/3/2012,222,70,32776507,English
SP0146,Yard rise prove.,Brooke Mason,Remember authority.,Hip-Hop,11/7/2024,182,18,50739023,English
SP9145,Teach owner.,Scott Larson,Street.,Hip-Hop,26/8/2014,220,98,16301151,English
SP3581,Question war article.,Randy Mcdonald,Moment.,Hip-Hop,10/3/2013,251,56,52142454,Japanese
SP6205,Around page.,Kyle Bradford,This stay.,Electronic,11/4/2003,193,100,92804309,English
SP9984,Pick another.,Blake Edwards,Until budget.,Electronic,2/4/2006,290,55,11265682,Spanish
SP0429,Field this.,Lisa Carpenter,Action picture.,Electronic,4/5/2003,209,23,24851594,English
SP7024,Grow rich somebody investment.,Samuel Hill,Story middle.,Folk,30/7/2020,215,79,4513083,English
SP1277,Mission instead situation.,Savannah Moore,Item always.,Pop,11/4/2007,259,49,26317381,Japanese
SP8706,City couple attack.,Brandi Stewart,Safe.,Electronic,5/8/2022,226,93,6997655,Spanish
SP6260,Generation oil authority.,Joshua Lane,Cell eight.,Pop,28/6/2004,211,33,49190558,English
SP8170,Drug and.,Nicholas Juarez,Month.,Electronic,3/2/2001,181,88,9514616,English
SP7568,Suffer pretty score.,Miss Angela Williams,Five girl.,Electronic,2/11/2001,241,51,65602844,French
SP7124,Upon test.,Deborah Caldwell,Sure program.,Jazz,29/12/1999,155,72,55845399,English
SP5006,Course her speech.,Jessica Rodriguez,Area.,Country,20/11/2013,268,45,87179690,English
SP8959,News.,Michael Soto,Air its.,Jazz,12/5/2001,208,78,78579672,English
SP0256,Bad politics.,Jordan Vasquez,See city.,Electronic,7/1/2023,238,36,17184582,English
SP8650,Peace beautiful.,Ryan Roberts,Point pay.,Jazz,15/6/2012,144,83,20935007,Spanish
SP1612,Pattern clear drop.,John Boyle,Market.,Pop,12/8/2007,287,29,67507482,Spanish
SP3615,Matter model someone.,Jose Brewer,Guess.,Pop,7/3/2023,238,2,33684205,English
SP0449,Minute mother.,Leah Johnson,Ground.,Electronic,2/2/2000,284,44,7705916,English
SP7246,Create professor design.,Adam Ford,College man.,Electronic,24/3/2014,223,100,73242423,English
SP0360,Son yard to treatment.,Nicholas Lee,Spend.,Electronic,28/4/2023,261,82,65092285,English
SP7749,Ahead alone.,Madison Rice,Record wait.,Hip-Hop,4/1/2004,198,33,10059267,English
SP5966,Within notice fire.,Lydia Adams,Exactly analysis.,Hip-Hop,9/3/2013,192,54,23908817,English
SP9634,Its response.,Roberto Browning,Night near.,Pop,26/2/2006,140,100,86758921,English
SP9734,Mrs owner finish.,Sarah Adams,Environmental all.,Country,12/5/2007,264,81,532265,English
SP8207,Meet wonder ever.,Margaret Garcia,Write economic.,Reggae,18/8/2008,200,76,50817543,Japanese
SP2246,Mind concern century.,Tammie Morales,Natural especially.,Pop,29/5/2016,167,61,57940927,French
SP5315,Seek option game.,Steven Fisher,Among college.,Reggae,22/1/1997,226,81,28918006,Japanese
SP2788,Assume unit.,Dr. Kyle Moran,Score interview.,Jazz,22/4/1995,150,99,98238003,English
SP2226,Officer current interesting.,Jason Marshall,Economy.,Hip-Hop,18/5/1999,199,91,31928805,English
SP8970,Man serve.,Judy Lowe,Before.,Hip-Hop,8/10/1996,324,17,17022142,French
SP8780,Always our indicate.,Matthew Cooper,Order fire.,Electronic,9/8/2005,292,9,24116432,English
SP5721,Wear whether.,Heather Salas,According.,Electronic,19/1/2010,210,85,29411597,English
SP1967,Raise lot.,Ashley Adams,Myself.,Classical,31/3/2024,258,29,4250043,Korean
SP2848,Major run last.,Michele Wilson,Ground sort.,Hip-Hop,22/11/2008,264,75,34218361,Spanish
SP8387,Though many.,Jessica Johnston,Goal.,Hip-Hop,9/9/2002,243,84,60293491,Korean
SP6115,Once town ground much.,Kathryn Allison,Administration course.,Electronic,8/8/2018,271,65,19720083,English
SP2739,Evidence tell wall.,Brittany Burnett,Truth fact.,Electronic,29/9/2019,175,98,13866947,English
SP0971,Visit.,Mary Galloway,Stuff age.,Pop,24/2/2014,265,33,59885656,English
SP1007,Hotel standard plan.,Faith Wilson,They.,Folk,21/5/1997,99,11,17455799,English
SP8965,Generation exist continue.,Alec Mitchell Jr.,Its into.,Pop,27/9/2015,207,76,8693677,English
SP0747,Dinner evidence.,Diana Reynolds,She my.,Jazz,14/6/2008,296,78,98195186,Korean
SP4110,Better ask.,Miguel Garcia,Race base.,Electronic,14/11/2010,250,87,33676667,English
SP5794,A information.,Joshua Rogers,Product.,Country,10/11/2004,269,7,53540036,English
SP5176,Make though best.,Michael Smith,Action.,Pop,23/8/2023,226,57,28263563,Spanish
SP1732,Adult certainly.,Ms. Valerie Cooper,Lawyer.,Jazz,19/1/2006,249,19,72470945,Spanish
SP9510,Out above.,Tony Crosby,Through so.,Pop,2/11/1997,242,86,15454872,English
SP7365,Computer eye.,Christopher Davis,Fear.,Jazz,1/11/2014,268,75,93235796,Korean
SP0592,Song total training.,Monica Chang,Quickly social.,Pop,25/12/2012,329,36,6829210,English
SP1886,Morning understand everything.,Christopher Peterson,Might.,Country,3/5/2023,232,14,17306555,Korean
SP9975,Current close this model.,Julie Castro,Process.,Pop,14/7/2015,234,80,275874,English
SP2982,House.,Karen Boone,Industry particular.,Pop,8/3/1997,116,99,52816434,English
SP7743,She several.,Melissa Miller,Range series.,Hip-Hop,5/11/2014,183,76,12685880,German
SP5604,Local south best.,Jeremy Mitchell,Strategy discover.,Folk,4/2/1998,194,31,61599786,Spanish
SP2340,End summer.,Kyle Evans,Material guess.,Electronic,25/10/2007,310,39,66419210,English
SP6529,Compare either teach.,Michael Price,These.,Pop,16/1/2019,212,93,32458885,English
SP6657,Choose large discussion.,Emily Larson,Ahead wide.,Hip-Hop,29/9/2004,163,75,30780900,English
SP8496,Natural if necessary.,Amber Hall,Role western.,Hip-Hop,9/10/2019,174,32,76410784,Japanese
SP1062,Respond media.,Carla Hanson,Team.,Jazz,30/11/1997,230,88,15455653,English
SP1428,Season debate continue rest.,Marissa Gordon,Mother night.,Hip-Hop,13/7/2013,203,87,30908922,Italian
SP0009,Pattern personal tree.,Kenneth Lee,Police customer.,R&B,1/8/2003,345,88,32428546,English
SP3368,Budget music.,Mrs. Adrienne Randolph,Standard green.,Hip-Hop,19/10/2009,194,4,71397737,English
SP2649,Manager central turn.,Timothy Castro,Girl.,Electronic,3/10/1996,211,67,7108928,English
SP2985,Consider state continue.,Lisa Price,Direction society.,Pop,4/10/2004,195,30,80854001,French
SP8412,Career miss though.,Michael Mann,Floor black.,Pop,10/11/2015,280,86,73634201,Japanese
SP6910,Third between.,David Lopez,Million.,Country,5/12/1994,214,59,57547075,Korean
SP9551,Say interest nice.,Elizabeth Delacruz,Adult.,Pop,21/1/2003,279,42,41274798,English
SP6575,Much him knowledge.,Brian Gonzales,Director paper.,Hip-Hop,16/8/2002,260,34,52918569,English
SP9977,Pretty site range.,Stephanie Bray,Expert.,Country,30/10/2001,227,9,69890455,English
SP4277,Watch investment as.,Elizabeth Thompson,Discuss.,Pop,16/4/2023,257,55,29294347,English
SP9158,Worker social.,Ellen Hansen,Store attack.,Electronic,18/1/2023,250,61,72619378,English
SP9405,Enter ten.,Kristine Young,Value drive.,Electronic,10/10/2023,195,12,87433943,English
SP2104,History use.,Brittany Vasquez,Simple believe.,Jazz,14/8/2010,186,6,12337388,English
SP5993,Across heavy.,Brent Walls,Health western.,Pop,11/3/2019,215,62,27569238,English
SP0859,Establish theory still.,Steven Jones,Act become.,Hip-Hop,1/5/2005,258,54,14327351,English
SP6742,Carry cut choice.,Lisa Mccarthy,Upon.,Electronic,12/5/2011,232,90,3785058,Spanish
SP0645,Face anyone other.,Jennifer Douglas,Myself movie.,Electronic,13/7/2019,284,81,90858020,Spanish
SP4412,Eye budget space.,Cassandra Moore,Use themselves.,Pop,4/12/1997,270,28,87052377,English
SP1333,Blood quickly book thing.,Robin Wilson,Series.,Electronic,23/2/2023,267,58,31018606,English
SP5182,Then know raise.,Sean Jones,Foot.,Country,6/8/2005,268,4,62751777,English
SP1249,Station but however.,Dakota Fisher,Power decide.,Electronic,30/11/2006,255,100,50751073,English
SP0220,Give agree.,Mark Banks,Along community.,Country,14/6/2008,255,75,63921104,Japanese
SP1195,Mrs response.,Megan Woods,Value weight.,Hip-Hop,4/11/2000,160,4,94842639,English
SP8549,So pay contain.,Susan May,Establish.,Hip-Hop,8/3/2019,156,54,70658015,English
SP1186,Job.,Sarah Rodriguez,Threat.,Pop,28/7/1998,152,94,76514121,Japanese
SP7098,Record affect if increase.,Amy Carter,See nice.,Hip-Hop,29/5/1999,167,74,88481386,Italian
SP2631,World foot operation employee.,Steven Robbins,Break.,Folk,10/10/2020,273,22,9702885,English
SP5130,Officer student north.,Brandi Castro,Result hear.,Electronic,1/4/2021,170,69,44312896,English
SP8159,Whole toward country.,John Rhodes,Sound most.,Pop,17/8/2001,401,16,94288178,English
SP5846,West thing.,Dr. Diana Gutierrez,Information.,Electronic,4/8/2013,265,78,3581773,English
SP8586,Game physical war.,Kevin Randall,College.,Country,26/3/1998,167,36,68986586,French
SP7132,So magazine.,Michael Roberts MD,Record lay.,Reggae,29/6/1996,249,79,46661097,English
SP5125,Woman central happen.,Heather Gonzalez,Town actually.,Hip-Hop,13/3/2016,308,22,86574289,English
SP2243,Spring table be.,Deborah Andrews,Main idea.,Folk,24/8/1995,202,94,90979182,Korean
SP8825,Fine sister instead.,Robert Lang,Together.,Hip-Hop,21/9/1999,92,85,19945420,Korean
SP5347,Approach store husband.,Rebecca Jackson MD,Six television.,Folk,17/5/1995,105,3,86323946,French
SP1012,Company candidate month.,Kathryn Maldonado,Evidence.,Jazz,1/3/2013,288,86,51385790,English
SP9443,Exist try treat.,Maria Lane,Market.,Hip-Hop,23/1/1997,260,20,4037261,French
SP9574,Give indicate.,Cynthia Fletcher,Still boy.,Electronic,19/9/2009,215,16,84666497,English
SP4676,Since near.,Carlos Rogers,Employee method.,Electronic,4/12/2021,272,51,75126753,German
