song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language
SP0110,Down ability.,Paige Smith,Too.,Pop,2023-11-04,246,46,53356430,English
SP0111,Trouble teacher base.,Lisa Stone,White.,Electronic,2019-02-07,268,38,47487833,Italian
SP0112,Financial important land.,Tammy Weaver,Like.,Country,2005-12-25,244,20,93253297,English
SP0113,Manager story.,Janice Watson,Choose end.,Pop,2003-01-01,267,2,95061885,English
SP0114,Sea activity chair.,Robert Ramirez,Detail decision.,Electronic,1995-05-27,190,82,3980519,German
SP0115,Over year.,Nancy Miles,Business.,Pop,1998-11-10,274,20,5441841,English
SP0116,Begin rest share.,Nathaniel Porter,Mission enjoy.,Pop,2006-09-27,224,35,11762265,English
SP0117,Whole probably hour.,Scott Hart,Medical.,Pop,2000-03-12,243,100,79997877,English
SP0118,One deep product.,Teresa Wang,Offer medical.,Pop,2003-10-19,301,13,34632683,English
SP0119,Learn situation west.,Elizabeth Garcia,Instead tell.,Classical,2013-01-16,302,96,42141496,English
SP0120,Lose candidate trip.,Tamara Smith,Physical road.,Hip-Hop,2019-05-09,244,35,20958439,English
SP0121,By follow.,Abigail Bonilla,Pick like.,Country,2010-07-30,287,2,58414450,English
SP0122,Mrs husband.,David Wheeler,Two.,R&B,1996-04-11,292,58,74897479,English
SP0123,At agreement.,Jennifer Graham,Activity deal.,Hip-Hop,2020-07-14,236,52,40370938,French
SP0124,Pass fly authority.,Molly Moore,Find simply.,Electronic,2008-07-12,254,60,67104079,English
SP0125,Important require detail.,Kayla Tanner,First.,Pop,2020-10-10,227,53,50848475,English
SP0126,Hot into.,Caitlyn Cantu,Subject.,Electronic,2011-07-08,233,88,40824471,Italian
SP0127,Difficult there conference change.,Benjamin Costa,World out.,Hip-Hop,2014-03-06,208,43,28103855,German
SP0128,Get another.,Jessica Taylor,Measure office.,Pop,1998-07-15,352,83,89910046,Spanish
SP0129,Remain detail result.,Pam Harris,Including.,Hip-Hop,2012-05-16,177,91,7943592,English
SP0130,Prevent during officer purpose.,Renee Sullivan,Ago.,Pop,2002-05-19,283,99,97797749,English
SP0131,Life reveal expert.,Donald Vasquez,Everybody step.,Pop,2006-07-08,290,16,33906265,English
SP0132,Meeting focus until.,Alex Snow,Time.,R&B,2019-05-17,239,37,12208592,German
SP0133,Budget wear.,Patrick Daugherty,Type including.,Country,2014-07-03,202,67,7768964,Spanish
SP0134,Choose my nothing check.,Ellen Humphrey,Hard scene.,Hip-Hop,2015-05-29,294,86,23453600,English
SP0135,Here coach.,Rachel Carter,Fine short.,Classical,2002-11-10,247,87,29312798,Japanese
SP0136,Across figure.,Mr. Kevin Maxwell,Book.,Electronic,2023-06-01,274,14,5598512,English
SP0137,Loss through player.,Yolanda Schultz,Field as.,Pop,1999-08-08,183,80,21478058,Italian
SP0138,Say pull work.,Suzanne Ramsey,Page letter.,Electronic,2021-08-30,269,98,26818137,English
SP0139,Hold mother issue.,Albert Leon,Bad debate.,Hip-Hop,2009-02-20,272,41,37535644,Japanese
SP0140,New general.,Nathan Hicks,Expert.,Hip-Hop,2023-04-03,241,70,6804139,English
SP0141,Ten show understand.,Jeremy Lawrence,Series he.,Hip-Hop,2004-09-22,318,74,30932992,English
SP0142,Individual scientist image avoid.,Tony Jenkins,Others.,Pop,2004-12-28,141,41,93897760,English
SP0143,Test adult.,Michael Lee,President.,Electronic,2021-01-20,198,13,41938172,English
SP0144,Financial raise.,Dorothy Warren,Enter foreign.,Pop,2017-01-18,263,98,36198006,English
SP0145,Travel glass.,Pedro Gomez,If mouth.,Electronic,2008-05-05,207,28,21913155,Spanish
SP0146,Yard rise prove.,Brooke Mason,Remember authority.,Hip-Hop,2024-07-11,182,18,50739023,English
SP0147,Democrat government.,Alexander White,Forget.,Hip-Hop,2012-12-25,259,53,6385792,English
SP0148,Relate decide others.,Danielle Marshall,Produce.,Electronic,2019-05-11,220,19,84332166,Italian
SP0149,Professional.,Brett Bush,Both reduce.,Classical,2020-08-02,277,96,3539351,English
SP0150,Face herself finally.,Julie Lopez,Help.,Electronic,2021-04-19,193,44,62724385,English
SP0151,Investment mission card.,Christopher Daniels,No.,Electronic,2021-10-26,221,28,51087653,German
SP0152,Treat red.,Dan Wood,Avoid cold.,Electronic,2016-03-24,191,75,11740053,English
SP0153,Black.,Robert Murray,Anyone shoulder.,Classical,2014-10-10,273,17,34162724,Korean
SP0154,Measure analysis according catch.,Lisa Scott,Here fund.,Pop,1996-07-21,249,13,46036599,English
SP0155,Heavy we media.,Joe Bradley,Thing guy.,Hip-Hop,2003-06-25,249,100,66625347,English
SP0156,Federal approach receive.,Paul Underwood,Mean.,Hip-Hop,2014-02-23,305,85,59942811,English
SP0157,Off page understand.,Amanda Vega,Tv structure.,Electronic,2000-07-31,244,30,44573354,Japanese
SP0158,From start.,Joseph Roberts,Offer.,Hip-Hop,2024-01-28,230,37,32612758,English
SP0159,Story water.,Nancy Randall,Trial available.,Pop,2003-06-03,269,95,18508051,English
SP0160,Happy always popular research.,Jeremy Gomez,Ten.,Pop,2001-04-19,234,71,66976425,English
SP0161,Include story.,Terry Wheeler,Cultural indeed.,Hip-Hop,1997-04-22,239,100,48187445,English
SP0162,Raise kitchen despite.,Shane Lowe,Wonder school.,Classical,2003-04-06,247,49,52467390,German
SP0163,Rock guess over.,Tina Hill,Lot consumer.,Jazz,1997-10-03,259,83,51639987,Korean
SP0164,Big here for.,Julie Scott,Film join.,Hip-Hop,2013-03-05,257,89,60199242,English
SP0165,Mother now education.,Tyler Smith,Trade.,Jazz,1997-07-31,198,58,92908324,English
SP0166,Someone meeting military.,Mercedes Morgan,Along energy.,Hip-Hop,2019-08-31,275,2,14247942,Korean
SP0167,Blood list true.,Melanie Salas,Seek.,Pop,2003-06-28,335,38,58374327,Korean
SP0168,Some media.,Melanie Johnson,Walk late.,Electronic,2015-11-21,308,97,29792770,German
SP0169,Far attorney.,Marcus Chavez,Budget popular.,Electronic,2011-02-06,212,9,4041451,French
SP0170,Pay crime.,April Smith MD,Small.,Country,2004-12-01,257,88,85794088,English
SP0171,Share throughout long.,Victoria Smith,Seek area.,Electronic,2002-04-23,212,91,68593735,Spanish
SP0172,Strategy ready produce.,Susan Gomez,Actually month.,Jazz,2012-03-17,232,17,18197789,English
SP0173,Away too including.,Anna Jackson,Show area.,Pop,2004-01-08,214,39,31258037,Korean
SP0174,Discover trade.,Christine Campbell,Its best.,Hip-Hop,1998-12-22,297,14,17282823,English
SP0175,Leg cost glass.,Chelsea Simpson,Him road.,Pop,1995-05-09,317,8,67606446,Spanish
SP0176,Base green.,Lindsay Stewart,Rule.,Classical,2001-03-18,179,41,32274895,Japanese
SP0177,Type believe.,Brandon Turner,President.,Country,2014-07-29,265,70,33759977,English
SP0178,Development watch.,Melinda Crawford,Base everyone.,Electronic,2007-03-15,155,21,79457397,Spanish
SP0179,Bring.,Brian Howard,Collection house.,Electronic,2011-03-07,292,15,52500920,English
SP0180,Suggest everybody cup.,Marissa Osborn,Weight.,Electronic,2020-08-25,181,63,94580267,Japanese
SP0181,Send perform customer.,Tyler Case,Page listen.,Electronic,2001-03-25,276,52,95546714,English
SP0182,Everything population.,Courtney Jones,Mrs game.,Pop,2004-01-23,247,85,22175453,Italian
SP0183,Prepare fast.,Lisa Calhoun,To.,Folk,2001-06-06,327,9,87120937,Korean
SP0184,Someone keep.,Justin Williams,Newspaper professional.,Pop,2003-09-09,267,68,72134294,Italian
SP0185,May state computer.,Robert Mata,Something interest.,Hip-Hop,2004-12-23,280,23,30933247,English
SP0186,Among so.,Steven Brown,That cut.,Classical,2017-12-23,254,73,90013756,English
SP0187,Senior size large.,Jill Carrillo,Kind.,Pop,2016-05-25,237,57,31036603,English
SP0188,Attention big.,Tyler Stark,He.,Hip-Hop,2001-05-17,184,89,81603825,English
SP0189,Out.,Rachel Miller,Sell out.,Electronic,1995-05-09,272,27,22306807,German
SP0190,Training reveal when.,Allen Walker,Leg partner.,Electronic,1996-08-10,311,64,82993239,English
SP0191,Should choice.,Tracy Jones,Decision process.,Pop,1999-12-03,240,80,70724259,English
SP0192,Guy source.,Lynn Williams,Attorney.,Jazz,1996-05-30,300,57,36340850,English
SP0193,Difference adult raise.,Jennifer Owens,Science land.,Hip-Hop,2013-10-23,268,87,66063273,Spanish
SP0194,Dinner shake.,Travis Hansen,Of.,Hip-Hop,2012-05-08,248,49,187905,English
SP0195,Treatment firm.,Robert Santos,Center cause.,Electronic,2006-11-19,322,54,66087571,English
SP0196,Rather heart fire community.,Michael Glover,Exactly.,Pop,2003-01-26,237,72,44777085,Japanese
SP0197,Eight technology decision for.,James Chan,Food set.,Pop,2023-10-31,214,81,76862202,English
SP0198,Choose break environmental.,Jessica Harvey,During up.,Pop,2000-01-26,232,27,32125152,English
SP0199,Fund toward third.,Amy Greene,Daughter.,Pop,2013-07-10,213,8,53231348,French
SP0200,Significant apply billion.,David Byrd,Mind pass.,Pop,2000-06-08,274,12,35300475,English
SP0201,Imagine unit.,Tyler Myers,Improve growth.,Pop,2016-09-20,198,22,33209348,English
SP0202,Evidence effect little.,Anthony Soto,Newspaper run.,Jazz,1998-04-27,243,86,10792382,English
SP0203,Prevent.,Matthew Anderson,Culture thus.,Pop,2015-08-19,206,94,90671534,Italian
SP0204,Cover area sing.,Melissa Mclaughlin,Air.,Country,2022-07-17,178,86,46110701,English
SP0205,Base visit.,Janet Carpenter,Baby.,Hip-Hop,2010-07-11,250,91,39824825,English
SP0206,Cell.,William Williamson,Why.,Hip-Hop,2011-11-19,368,58,74322846,English
SP0207,Describe theory argue.,Michelle Oneal,Sort.,Jazz,1997-08-11,228,84,43088759,English
SP0208,Situation expert education.,Jonathan Smith,Outside save.,Pop,2014-03-13,259,20,25919374,English
SP0209,Stop there.,Casey Snow,Tv.,Electronic,2021-03-15,261,29,13671301,English
SP0210,Analysis arrive.,Alex Khan,Development bar.,Electronic,2007-08-03,240,21,63095797,English
SP0211,Visit husband far.,Richard Glenn,Represent blood.,Electronic,2012-12-18,219,75,36583435,Italian
SP0212,Boy.,Brian Martin,Couple.,R&B,2013-02-17,271,20,38617636,Spanish
SP0213,Indeed president former read.,Brooke Martinez,Home charge.,Pop,2015-10-09,230,16,69323920,English
SP0214,These music short.,Ryan Smith,Population.,Hip-Hop,2020-12-09,260,89,49557084,English
SP0215,However high foot detail.,Christopher Norton,Mean.,Pop,2001-03-31,259,67,17850262,English
SP0216,Although step market.,Ralph Sharp,Relate.,Pop,2007-10-12,265,94,14508939,French
SP0217,Available.,Amber Ortiz,Project fly.,Electronic,1998-06-06,282,38,98331677,English
SP0218,Say itself.,Justin Hill,Officer arm.,Electronic,2016-08-05,239,50,3471176,English
SP0219,Material large social nature.,Kenneth Jones,Drive.,Electronic,2022-05-22,215,74,20350489,English
SP0220,Give agree.,Mark Banks,Along community.,Country,2008-06-14,255,75,63921104,Japanese
SP0221,We civil perhaps.,Barry Kaufman,Local quickly.,Electronic,2007-05-29,151,78,3750062,English
SP0222,Win size us.,Brian Waters,Author draw.,Hip-Hop,2002-05-15,198,48,14981153,English
SP0223,Often city pay.,Monica Porter,Save expect.,Hip-Hop,2001-11-29,262,88,13636805,English
SP0224,Quality public social.,Amy Johnson,Night.,Electronic,2002-03-30,215,19,83859124,English
SP0225,Big clearly.,Courtney Vaughan,Move hot.,Hip-Hop,2012-12-18,196,41,90525669,English
SP0226,Likely budget.,Mary Williams,Already own.,Pop,2005-01-05,215,46,95118980,Spanish
SP0227,Knowledge business.,Megan Williams,National.,Electronic,2016-05-13,180,74,40013873,English
SP0228,Another result watch.,Jeremy Booth,Course until.,Folk,2001-08-24,263,75,16781738,English
SP0229,Possible stuff.,Michael Brown,Too general.,Jazz,2011-06-04,277,62,63726254,English
SP0230,Politics scene value.,Michael Miller,Team knowledge.,Pop,1995-08-27,304,71,57570624,Spanish
SP0231,Staff draw.,Angela Valenzuela,Sit.,R&B,2003-11-08,247,95,33344922,Korean
SP0232,Become send.,Angel Rice,Defense receive.,Electronic,1999-07-07,195,4,22925287,English
SP0233,Drive.,Antonio Jacobs,Able.,Pop,2006-05-08,214,71,85511902,English
SP0234,Total mean difficult.,Sarah Miller,Democrat bit.,R&B,2023-05-27,198,51,59465193,English
SP0235,Public hospital news.,Margaret Rodriguez,College.,Hip-Hop,2004-02-05,268,18,38375268,English
SP0236,Unit analysis artist.,Alan Miller,Material.,Pop,2005-04-19,281,72,54720944,English
SP0237,Since card natural.,John Vasquez,Certainly.,Folk,2002-05-18,252,32,74435571,English
SP0238,Center dinner police.,Ashley Chavez,Property.,R&B,1996-08-08,214,72,51307754,English
SP0239,Recent identify.,Matthew Silva,Get.,Folk,2004-02-13,223,97,59633804,English
SP0240,Expect different individual.,Wendy Alexander,Star.,Hip-Hop,2005-01-24,195,86,96599660,English
SP0241,Fill fly.,Nathaniel Davis,Bring kind.,Jazz,2013-01-09,243,76,25983055,English
SP0242,From commercial strong.,Andrea Mann,City trouble.,Electronic,2003-09-19,223,47,94495979,English
SP0243,Dinner cut.,Luis Burch,Attack receive.,Pop,2018-07-21,266,62,4677773,Korean
SP0244,Store then game.,Elaine Mccormick,Support director.,Electronic,2002-02-15,245,2,36089226,English
SP0245,Exactly activity.,Lori Baird,Able during.,Electronic,1996-11-29,274,96,35979384,German
SP0246,Offer.,Nancy King,Range certainly.,Hip-Hop,1996-02-16,205,43,22556692,Spanish
SP0247,Air people.,Vanessa Young,Blood.,Electronic,2002-04-30,248,71,67374517,Korean
SP0248,Firm brother necessary himself.,Daniel Preston,Two.,Classical,2011-08-21,279,65,27162901,English
SP0249,Nature institution allow.,Anthony Fowler,Do.,Electronic,1999-02-12,257,2,89882667,English
SP0250,Late detail song.,Michael Thomas,Final.,Hip-Hop,2005-05-09,329,33,14127807,German
SP0251,Fear concern.,Joseph Anderson,Mention.,Electronic,2003-05-05,242,80,24058344,English
SP0252,Name young its.,Robert Singh,Present natural.,Hip-Hop,2018-09-11,172,80,36077720,English
SP0253,Prove.,Karen Jensen,Manage.,Electronic,2010-06-05,194,43,63490532,English
SP0254,Fire.,Omar Lopez,Little.,Pop,2014-03-17,214,98,38436228,English
SP0255,Along character eye.,Adrian Jenkins,However front.,Electronic,2000-08-28,331,98,58775825,English
SP0256,Bad politics.,Jordan Vasquez,See city.,Electronic,2023-01-07,238,36,17184582,English
SP0257,Item particularly table.,David Hughes,Although time.,Pop,2006-01-03,261,61,98142355,English
SP0258,Specific network floor.,Tammy Clements,Will.,Hip-Hop,2001-04-01,243,36,20870876,Spanish
SP0259,Maintain set parent.,James Ross,Exist.,Hip-Hop,2008-01-26,175,35,32410367,English
SP0260,Again everyone ground.,Ricky Bryant,Behind.,Classical,2021-11-22,211,45,96934439,English
SP0261,Minute raise whole.,Angela Garcia,Same window.,Hip-Hop,2005-06-02,305,18,83767910,English
SP0262,Word become dream.,Jeremy Sullivan,North value.,Classical,2012-05-13,221,83,18498894,Spanish
SP0263,Wide now.,Robert Beard,Already.,Hip-Hop,1995-09-14,208,11,27961053,English
SP0264,Model available government.,Matthew Jackson,Book.,Pop,2014-06-14,316,83,95954779,English
SP0265,Government have.,Tracy Hansen,Social marriage.,Classical,1995-02-26,205,58,14757412,English
SP0266,Dog hear.,Brooke Willis,Guess.,Electronic,2012-06-26,257,82,52423818,Korean
SP0267,Beyond only.,Mark Farmer,Become ball.,Hip-Hop,2012-02-08,254,26,20076654,English
SP0268,Business eye science.,Janet Curry,Stock.,Country,1998-08-17,259,45,83324938,English
SP0269,Space agree song.,Michael Cole,Of staff.,Hip-Hop,2008-04-13,225,13,6395235,English
SP0270,Cost central.,Amber Gomez,Decision.,Pop,2005-04-26,217,76,7937181,Spanish
SP0271,Book table.,Loretta Wall,Half clearly.,Pop,2009-08-26,242,32,97472028,English
SP0272,Hope age help.,Caitlyn Nelson,Democratic.,Classical,2002-07-25,277,21,57366276,English
SP0273,Suffer where organization.,Larry Turner,Man myself.,Pop,2018-11-06,289,85,27053486,Spanish
SP0274,Safe do today get.,Tina Garza,Such attention.,Pop,2006-05-08,292,47,25492417,English
SP0275,Author language allow.,James Taylor,Win behavior.,Electronic,2003-05-28,356,73,68860479,English
SP0276,Response feeling.,Zachary Long,National body.,Folk,2009-04-01,304,68,71700013,English
SP0277,To treat.,Gina Miller,Sport early.,Electronic,2015-03-16,196,92,94097318,English
SP0278,Instead authority very.,David Jones,Beyond.,Pop,2003-06-29,252,24,95553127,English
SP0279,Line well civil.,Sharon Torres,Box.,Hip-Hop,2005-06-20,267,27,40976262,English
SP0280,Step determine.,Maria Carter,There.,Pop,2008-01-18,277,74,53439749,English
SP0281,Benefit newspaper eat one.,Michael Martin,Thank.,Electronic,2013-09-14,200,94,93104404,English
SP0282,Until with force.,Teresa Joseph DVM,Many.,Pop,2003-05-01,217,27,92085946,Spanish
SP0283,Response read activity.,Jennifer Bennett,Short.,Hip-Hop,2023-12-17,230,6,94546707,English
SP0284,Population main provide.,Michael Maldonado,Whose eight.,Hip-Hop,2007-06-17,260,92,85903823,Italian
SP0285,Them young hair.,Roy Walker,Sing main.,Electronic,2012-11-21,138,84,80418084,Korean
